payment_mode,student_id,payment_amount,discount_used,completion_status
UPI,STU187383,5192,No,Not Completed
Credit Card,STU187384,3826,No,Completed
Credit Card,STU187385,3394,No,Not Completed
Debit Card,STU187386,3191,No,Completed
UPI,STU187387,3243,No,Completed
Credit Card,STU187388,4086,No,Completed
Free,STU187389,0,Yes,Completed
Scholarship,STU187390,1378,No,Not Completed
Free,STU187391,0,No,Not Completed
Free,STU187392,0,No,Not Completed
Free,STU187393,0,No,Not Completed
Scholarship,STU187394,514,No,Not Completed
UPI,STU187395,5283,No,Completed
Scholarship,STU187396,2095,Yes,Not Completed
Debit Card,STU187397,6833,No,Not Completed
Free,STU187398,0,No,Not Completed
UPI,STU187399,6926,No,Not Completed
Credit Card,STU187400,3829,Yes,Completed
Scholarship,STU187401,1575,No,Not Completed
Scholarship,STU187402,1335,No,Not Completed
UPI,STU187403,3261,No,Not Completed
UPI,STU187404,4720,No,Completed
Free,STU187405,0,No,Not Completed
UPI,STU187406,5669,No,Not Completed
Free,STU187407,0,No,Not Completed
Credit Card,STU187408,3264,No,Completed
NetBanking,STU187409,4704,No,Not Completed
Debit Card,STU187410,4429,No,Not Completed
Free,STU187411,0,No,Completed
UPI,STU187412,4329,No,Completed
Free,STU187413,0,Yes,Completed
Credit Card,STU187414,4212,Yes,Completed
Free,STU187415,0,Yes,Not Completed
Free,STU187416,0,No,Completed
NetBanking,STU187417,3570,Yes,Not Completed
Credit Card,STU187418,4442,No,Not Completed
Free,STU187419,0,No,Not Completed
Credit Card,STU187420,4029,No,Completed
Debit Card,STU187421,4790,No,Completed
NetBanking,STU187422,3958,No,Not Completed
Free,STU187423,0,No,Not Completed
Scholarship,STU187424,427,No,Not Completed
NetBanking,STU187425,5042,No,Completed
Free,STU187426,0,No,Not Completed
Free,STU187427,0,Yes,Not Completed
NetBanking,STU187428,6772,No,Completed
UPI,STU187429,3418,No,Not Completed
Debit Card,STU187430,3717,No,Not Completed
UPI,STU187431,5354,No,Completed
NetBanking,STU187432,4138,No,Not Completed
UPI,STU187433,4292,No,Completed
Credit Card,STU187434,5923,No,Completed
Free,STU187435,0,No,Completed
UPI,STU187436,4923,No,Completed
Debit Card,STU187437,4919,No,Not Completed
Debit Card,STU187438,4349,Yes,Completed
NetBanking,STU187439,4785,Yes,Completed
UPI,STU187440,4224,No,Completed
UPI,STU187441,6239,No,Completed
NetBanking,STU187442,3765,No,Completed
Debit Card,STU187443,4017,No,Completed
Debit Card,STU187444,3997,Yes,Not Completed
Debit Card,STU187445,4333,No,Not Completed
Scholarship,STU187446,2923,No,Not Completed
UPI,STU187447,3177,No,Completed
Scholarship,STU187448,561,No,Not Completed
Debit Card,STU187449,4051,No,Completed
Debit Card,STU187450,3010,Yes,Completed
Free,STU187451,0,No,Not Completed
Scholarship,STU187452,3217,No,Not Completed
UPI,STU187453,4337,No,Completed
UPI,STU187454,6128,No,Not Completed
Scholarship,STU187455,304,No,Completed
Scholarship,STU187456,1412,Yes,Not Completed
Free,STU187457,0,No,Not Completed
Free,STU187458,0,No,Completed
Credit Card,STU187459,6270,No,Completed
Free,STU187460,0,No,Completed
Credit Card,STU187461,3738,No,Not Completed
Credit Card,STU187462,4522,No,Completed
UPI,STU187463,4643,Yes,Not Completed
Scholarship,STU187464,976,No,Completed
Credit Card,STU187465,4613,No,Not Completed
Credit Card,STU187466,4018,No,Not Completed
Credit Card,STU187467,5299,No,Completed
Credit Card,STU187468,3426,No,Completed
Free,STU187469,0,No,Not Completed
NetBanking,STU187470,3956,No,Not Completed
Credit Card,STU187471,2827,Yes,Completed
Credit Card,STU187472,3167,Yes,Completed
Free,STU187473,0,No,Completed
UPI,STU187474,4690,No,Not Completed
Credit Card,STU187475,7148,No,Completed
UPI,STU187476,3688,No,Not Completed
UPI,STU187477,6028,No,Completed
UPI,STU187478,4755,No,Not Completed
UPI,STU187479,3409,Yes,Not Completed
Credit Card,STU187480,2935,No,Completed
Debit Card,STU187481,3679,Yes,Completed
UPI,STU187482,3875,No,Not Completed
Scholarship,STU187483,866,No,Completed
Scholarship,STU187484,2026,No,Not Completed
NetBanking,STU187485,4984,Yes,Completed
Credit Card,STU187486,4230,No,Not Completed
UPI,STU187487,3050,No,Completed
Debit Card,STU187488,6370,No,Not Completed
UPI,STU187489,3708,No,Not Completed
Free,STU187490,0,No,Not Completed
UPI,STU187491,6334,No,Not Completed
Free,STU187492,0,No,Not Completed
Free,STU187493,0,No,Completed
Debit Card,STU187494,3835,No,Not Completed
Scholarship,STU187495,2033,No,Not Completed
Free,STU187496,0,No,Completed
Debit Card,STU187497,5898,No,Completed
UPI,STU187498,3107,No,Completed
Free,STU187499,0,No,Not Completed
Free,STU187500,0,No,Not Completed
Free,STU187501,0,Yes,Not Completed
Scholarship,STU187502,697,Yes,Not Completed
UPI,STU187503,2937,No,Not Completed
UPI,STU187504,3758,Yes,Completed
Debit Card,STU187505,4715,No,Not Completed
Debit Card,STU187506,4539,No,Completed
Credit Card,STU187507,3999,No,Completed
UPI,STU187508,3701,No,Completed
UPI,STU187509,6021,No,Completed
Free,STU187510,0,Yes,Completed
Free,STU187511,0,No,Completed
UPI,STU187512,5149,No,Completed
Debit Card,STU187513,4150,No,Completed
Credit Card,STU187514,4986,No,Not Completed
Credit Card,STU187515,5243,No,Completed
UPI,STU187516,3231,Yes,Not Completed
Credit Card,STU187517,4198,No,Completed
NetBanking,STU187518,4310,No,Not Completed
Debit Card,STU187519,6687,No,Completed
Credit Card,STU187520,4085,Yes,Not Completed
UPI,STU187521,5429,No,Completed
Debit Card,STU187522,3851,Yes,Not Completed
Debit Card,STU187523,6040,No,Not Completed
UPI,STU187524,5131,No,Completed
NetBanking,STU187525,4610,No,Completed
UPI,STU187526,5286,No,Not Completed
Free,STU187527,0,No,Completed
Scholarship,STU187528,2112,No,Not Completed
UPI,STU187529,6533,No,Completed
Free,STU187530,0,No,Not Completed
Credit Card,STU187531,4386,No,Not Completed
Free,STU187532,0,No,Not Completed
Debit Card,STU187533,4160,No,Completed
UPI,STU187534,4149,No,Completed
Scholarship,STU187535,757,No,Not Completed
UPI,STU187536,3395,No,Not Completed
Free,STU187537,0,No,Completed
Credit Card,STU187538,6077,No,Not Completed
UPI,STU187539,4558,No,Completed
Scholarship,STU187540,1531,No,Not Completed
UPI,STU187541,6504,No,Completed
Free,STU187542,0,No,Not Completed
Free,STU187543,0,No,Not Completed
Free,STU187544,0,No,Completed
UPI,STU187545,6266,No,Completed
UPI,STU187546,3764,Yes,Not Completed
UPI,STU187547,5838,No,Not Completed
NetBanking,STU187548,4191,No,Not Completed
Credit Card,STU187549,5374,Yes,Completed
UPI,STU187550,6046,No,Not Completed
Credit Card,STU187551,5218,No,Not Completed
Free,STU187552,0,No,Not Completed
Free,STU187553,0,No,Not Completed
Debit Card,STU187554,6148,No,Not Completed
Credit Card,STU187555,5903,No,Not Completed
UPI,STU187556,6240,No,Completed
Credit Card,STU187557,4692,No,Completed
Debit Card,STU187558,3252,No,Completed
NetBanking,STU187559,4921,No,Not Completed
Free,STU187560,0,No,Not Completed
UPI,STU187561,4595,No,Not Completed
UPI,STU187562,3973,No,Completed
UPI,STU187563,3471,Yes,Not Completed
Debit Card,STU187564,4485,Yes,Not Completed
UPI,STU187565,5526,No,Not Completed
Debit Card,STU187566,3707,Yes,Completed
Debit Card,STU187567,4644,Yes,Completed
Credit Card,STU187568,5993,No,Not Completed
Credit Card,STU187569,4302,No,Completed
Debit Card,STU187570,3345,No,Completed
UPI,STU187571,3921,No,Not Completed
Scholarship,STU187572,1450,No,Completed
UPI,STU187573,5449,No,Not Completed
Credit Card,STU187574,4523,No,Not Completed
UPI,STU187575,6089,No,Completed
Scholarship,STU187576,2017,No,Not Completed
Free,STU187577,0,No,Not Completed
NetBanking,STU187578,3237,Yes,Not Completed
UPI,STU187579,3663,Yes,Not Completed
Free,STU187580,0,Yes,Not Completed
UPI,STU187581,3311,No,Not Completed
UPI,STU187582,4683,No,Not Completed
Free,STU187583,0,No,Completed
Credit Card,STU187584,3449,No,Completed
Scholarship,STU187585,1251,Yes,Completed
Free,STU187586,0,No,Completed
Debit Card,STU187587,3865,No,Completed
Debit Card,STU187588,3826,No,Completed
UPI,STU187589,4400,No,Not Completed
UPI,STU187590,4598,No,Completed
UPI,STU187591,4572,No,Not Completed
UPI,STU187592,5160,No,Not Completed
UPI,STU187593,6161,No,Not Completed
Credit Card,STU187594,5902,No,Completed
Credit Card,STU187595,4664,No,Completed
UPI,STU187596,5252,No,Not Completed
UPI,STU187597,5109,No,Not Completed
UPI,STU187598,3856,Yes,Completed
Credit Card,STU187599,3665,No,Completed
UPI,STU187600,3088,Yes,Completed
Scholarship,STU187601,1518,No,Not Completed
Debit Card,STU187602,4086,No,Completed
Scholarship,STU187603,1697,No,Completed
NetBanking,STU187604,5346,No,Not Completed
Credit Card,STU187605,2937,No,Completed
UPI,STU187606,3839,Yes,Completed
Free,STU187607,0,No,Not Completed
NetBanking,STU187608,6965,No,Completed
Debit Card,STU187609,3677,Yes,Completed
Scholarship,STU187610,423,No,Not Completed
Scholarship,STU187611,296,No,Completed
UPI,STU187612,4237,No,Completed
Debit Card,STU187613,3771,No,Not Completed
Debit Card,STU187614,2699,Yes,Completed
Debit Card,STU187615,4308,No,Completed
Free,STU187616,0,Yes,Completed
UPI,STU187617,4495,Yes,Not Completed
Credit Card,STU187618,3489,No,Not Completed
Free,STU187619,0,Yes,Not Completed
UPI,STU187620,3080,No,Not Completed
NetBanking,STU187621,6264,No,Completed
Free,STU187622,0,No,Completed
Scholarship,STU187623,877,No,Not Completed
UPI,STU187624,3899,Yes,Not Completed
NetBanking,STU187625,3258,No,Not Completed
Debit Card,STU187626,5794,No,Completed
Debit Card,STU187627,4942,No,Completed
Scholarship,STU187628,2431,No,Completed
Credit Card,STU187629,3791,No,Not Completed
UPI,STU187630,4828,No,Completed
Debit Card,STU187631,4070,Yes,Not Completed
NetBanking,STU187632,4476,No,Completed
Free,STU187633,0,No,Not Completed
Credit Card,STU187634,3424,Yes,Not Completed
NetBanking,STU187635,5885,No,Completed
UPI,STU187636,3558,No,Not Completed
Free,STU187637,0,No,Not Completed
Scholarship,STU187638,1454,Yes,Not Completed
NetBanking,STU187639,3916,Yes,Completed
Debit Card,STU187640,3863,No,Completed
Debit Card,STU187641,4636,No,Completed
NetBanking,STU187642,3394,No,Completed
Free,STU187643,0,Yes,Not Completed
UPI,STU187644,3277,No,Completed
UPI,STU187645,4506,No,Completed
Debit Card,STU187646,5285,No,Completed
Debit Card,STU187647,3776,No,Not Completed
UPI,STU187648,6346,No,Not Completed
UPI,STU187649,2802,Yes,Completed
Debit Card,STU187650,4647,No,Completed
Debit Card,STU187651,4083,No,Completed
Scholarship,STU187652,180,No,Not Completed
Free,STU187653,0,No,Completed
UPI,STU187654,5045,Yes,Completed
Scholarship,STU187655,672,No,Completed
UPI,STU187656,5815,Yes,Not Completed
UPI,STU187657,4843,No,Not Completed
NetBanking,STU187658,3664,No,Completed
UPI,STU187659,2874,Yes,Completed
Free,STU187660,0,No,Not Completed
Free,STU187661,0,No,Completed
Credit Card,STU187662,4592,No,Completed
Free,STU187663,0,No,Not Completed
Credit Card,STU187664,6137,No,Not Completed
NetBanking,STU187665,3968,Yes,Not Completed
Free,STU187666,0,No,Not Completed
UPI,STU187667,3174,No,Not Completed
Free,STU187668,0,No,Not Completed
Free,STU187669,0,No,Not Completed
Scholarship,STU187670,2150,Yes,Completed
UPI,STU187671,4719,No,Completed
UPI,STU187672,4108,No,Completed
Free,STU187673,0,No,Not Completed
UPI,STU187674,3432,Yes,Not Completed
UPI,STU187675,3203,No,Completed
Debit Card,STU187676,4648,No,Completed
NetBanking,STU187677,3570,Yes,Completed
Debit Card,STU187678,3337,No,Not Completed
Free,STU187679,0,No,Not Completed
NetBanking,STU187680,2798,Yes,Not Completed
UPI,STU187681,3915,No,Completed
Scholarship,STU187682,526,No,Completed
UPI,STU187683,5811,No,Not Completed
Free,STU187684,0,No,Completed
Free,STU187685,0,No,Completed
UPI,STU187686,3540,No,Not Completed
Scholarship,STU187687,1285,No,Completed
Debit Card,STU187688,4756,No,Not Completed
Debit Card,STU187689,4512,Yes,Not Completed
Free,STU187690,0,No,Completed
UPI,STU187691,3789,No,Completed
Debit Card,STU187692,4665,No,Not Completed
Scholarship,STU187693,636,No,Not Completed
UPI,STU187694,4394,No,Completed
UPI,STU187695,4455,No,Not Completed
NetBanking,STU187696,4059,No,Not Completed
Free,STU187697,0,No,Completed
Free,STU187698,0,No,Not Completed
UPI,STU187699,2934,No,Not Completed
UPI,STU187700,4548,No,Completed
Credit Card,STU187701,5074,No,Not Completed
Debit Card,STU187702,3583,Yes,Completed
Free,STU187703,0,No,Not Completed
NetBanking,STU187704,4827,No,Completed
NetBanking,STU187705,5336,Yes,Completed
NetBanking,STU187706,4007,No,Not Completed
Debit Card,STU187707,3529,No,Completed
Debit Card,STU187708,4646,No,Completed
Credit Card,STU187709,5343,No,Completed
Credit Card,STU187710,4138,No,Completed
UPI,STU187711,4664,No,Not Completed
Credit Card,STU187712,4209,No,Not Completed
UPI,STU187713,3288,No,Completed
Free,STU187714,0,Yes,Completed
Debit Card,STU187715,3222,No,Not Completed
Debit Card,STU187716,3530,No,Completed
Debit Card,STU187717,6139,No,Completed
Scholarship,STU187718,932,Yes,Completed
Credit Card,STU187719,2955,Yes,Completed
Debit Card,STU187720,2601,Yes,Completed
Credit Card,STU187721,4385,No,Completed
Scholarship,STU187722,556,No,Not Completed
Free,STU187723,0,No,Not Completed
Scholarship,STU187724,2092,No,Not Completed
Debit Card,STU187725,7083,No,Not Completed
NetBanking,STU187726,4325,No,Not Completed
Debit Card,STU187727,5241,Yes,Completed
UPI,STU187728,4556,No,Not Completed
Free,STU187729,0,Yes,Not Completed
Scholarship,STU187730,1703,No,Completed
Debit Card,STU187731,3872,No,Completed
Credit Card,STU187732,5919,No,Not Completed
Free,STU187733,0,No,Completed
UPI,STU187734,4455,No,Completed
Debit Card,STU187735,4033,No,Not Completed
UPI,STU187736,4605,Yes,Completed
Free,STU187737,0,Yes,Not Completed
NetBanking,STU187738,3413,No,Not Completed
Free,STU187739,0,Yes,Not Completed
NetBanking,STU187740,4135,Yes,Completed
Debit Card,STU187741,4604,No,Not Completed
UPI,STU187742,3369,Yes,Not Completed
Free,STU187743,0,No,Completed
Scholarship,STU187744,2125,No,Not Completed
NetBanking,STU187745,2978,Yes,Completed
Free,STU187746,0,No,Completed
Credit Card,STU187747,4576,No,Completed
Scholarship,STU187748,1914,No,Completed
NetBanking,STU187749,5971,No,Completed
Credit Card,STU187750,4391,No,Completed
Credit Card,STU187751,4049,No,Completed
Debit Card,STU187752,3872,No,Completed
Free,STU187753,0,No,Not Completed
Free,STU187754,0,No,Not Completed
Free,STU187755,0,No,Completed
Debit Card,STU187756,4246,No,Completed
NetBanking,STU187757,4473,No,Completed
Free,STU187758,0,No,Not Completed
Scholarship,STU187759,1455,No,Not Completed
Scholarship,STU187760,2827,Yes,Completed
Debit Card,STU187761,7047,No,Not Completed
UPI,STU187762,4385,No,Not Completed
Scholarship,STU187763,1716,No,Completed
UPI,STU187764,2584,Yes,Not Completed
Free,STU187765,0,No,Completed
Free,STU187766,0,No,Not Completed
Free,STU187767,0,No,Not Completed
UPI,STU187768,5215,No,Completed
UPI,STU187769,6140,No,Completed
Free,STU187770,0,No,Not Completed
Free,STU187771,0,Yes,Not Completed
UPI,STU187772,4403,No,Not Completed
Debit Card,STU187773,3208,No,Completed
Scholarship,STU187774,2217,No,Not Completed
Debit Card,STU187775,3396,No,Completed
NetBanking,STU187776,5260,No,Not Completed
Debit Card,STU187777,4583,No,Not Completed
UPI,STU187778,6419,No,Completed
Debit Card,STU187779,3879,No,Completed
NetBanking,STU187780,3831,No,Not Completed
Scholarship,STU187781,2844,No,Not Completed
Free,STU187782,0,No,Not Completed
NetBanking,STU187783,4521,Yes,Completed
UPI,STU187784,4236,No,Not Completed
UPI,STU187785,4243,No,Not Completed
Debit Card,STU187786,3519,No,Completed
Free,STU187787,0,Yes,Completed
UPI,STU187788,4490,No,Not Completed
NetBanking,STU187789,3547,No,Completed
Free,STU187790,0,No,Not Completed
Debit Card,STU187791,4162,No,Not Completed
Credit Card,STU187792,5180,No,Not Completed
UPI,STU187793,5189,No,Completed
Credit Card,STU187794,4948,No,Completed
Credit Card,STU187795,4892,No,Not Completed
UPI,STU187796,3415,Yes,Completed
Credit Card,STU187797,3023,No,Not Completed
Debit Card,STU187798,4634,No,Completed
NetBanking,STU187799,3931,Yes,Completed
Free,STU187800,0,No,Not Completed
NetBanking,STU187801,5989,No,Not Completed
Free,STU187802,0,No,Completed
UPI,STU187803,3507,No,Not Completed
UPI,STU187804,5643,Yes,Not Completed
NetBanking,STU187805,3147,Yes,Not Completed
UPI,STU187806,6359,No,Not Completed
Debit Card,STU187807,4071,No,Completed
Free,STU187808,0,No,Not Completed
Debit Card,STU187809,4855,No,Completed
Debit Card,STU187810,6990,No,Completed
UPI,STU187811,3428,No,Not Completed
Scholarship,STU187812,2143,No,Not Completed
Credit Card,STU187813,4518,No,Completed
UPI,STU187814,3594,No,Not Completed
UPI,STU187815,2990,No,Not Completed
Credit Card,STU187816,3312,No,Not Completed
Scholarship,STU187817,923,No,Not Completed
Free,STU187818,0,No,Completed
UPI,STU187819,3528,No,Completed
Debit Card,STU187820,6800,No,Completed
UPI,STU187821,6810,No,Not Completed
Free,STU187822,0,No,Not Completed
Debit Card,STU187823,4675,No,Completed
Credit Card,STU187824,6667,No,Not Completed
Credit Card,STU187825,4571,No,Not Completed
UPI,STU187826,3671,Yes,Not Completed
UPI,STU187827,4647,No,Not Completed
UPI,STU187828,6024,No,Completed
UPI,STU187829,3165,Yes,Not Completed
Debit Card,STU187830,3774,Yes,Completed
NetBanking,STU187831,5241,No,Completed
NetBanking,STU187832,3999,Yes,Not Completed
Debit Card,STU187833,4622,No,Not Completed
NetBanking,STU187834,3492,No,Not Completed
Credit Card,STU187835,4331,No,Completed
Free,STU187836,0,No,Not Completed
Free,STU187837,0,No,Not Completed
UPI,STU187838,3991,No,Not Completed
UPI,STU187839,4660,No,Completed
NetBanking,STU187840,3418,No,Not Completed
Debit Card,STU187841,2790,Yes,Not Completed
NetBanking,STU187842,3382,Yes,Completed
UPI,STU187843,4555,No,Completed
Credit Card,STU187844,6007,No,Completed
NetBanking,STU187845,4848,No,Not Completed
Debit Card,STU187846,3590,Yes,Not Completed
UPI,STU187847,4544,No,Not Completed
UPI,STU187848,5169,No,Completed
UPI,STU187849,4519,No,Not Completed
UPI,STU187850,4999,No,Not Completed
